Final_Model,Prediction_Method,Accuracy,Precision_Weighted,Recall_Weighted,F1_Weighted,Macro_F1,Balanced_Accuracy,Fail_Recall,Fail_Precision,Pass_Recall,Pass_Precision
LogisticRegression,Threshold = 0.80,0.997,0.9973,0.997,0.9971,0.9326,0.9631,0.9286,0.8125,0.9977,0.9992
